Policy_ID,DOB,AGE,INCOME,PARENT1,HOME_VALUE,MARRIED,GENDER,EDUCATION,OCCUPATION,TRAVEL_TIME,CAR_USAGE,IDV,CAR_TYPE,RED_CAR,OLD_CLAIM,CLAIM_FREQ,MVR_POINTS,CLAIM_AMOUNT,CAR_AGE,CLAIM_STATUS,URBANICITY
63581743,16-Mar-39,60,$67349,No,$0,z_No,M,PhD,Professional,14,Private,$14230,Minivan,yes,$4461,2,3,$0,18,0,Highly Urban; Urban
490897115,06-Oct-61,38,$142002,No,$345671,Yes,M,Bachelors,Manager,33,Commercial,$27750,Panel Truck,yes,$0,0,2,$0,12,0,Highly Urban; Urban
72110926,26-Aug-67,32,$72188,No,$229982,Yes,z_F,Bachelors,Professional,29,Private,$9790,z_SUV,no,$3176,2,1,$0,13,0,Highly Urban; Urban
421079900,07-Mar-51,48,$80522,No,$244552,Yes,z_F,Bachelors,Manager,16,Private,$14350,z_SUV,no,$0,0,2,$0,1,0,Highly Urban; Urban
218957407,07-Jul-33,66,$102485,No,$345449,Yes,M,Masters,Manager,40,Private,$17610,z_SUV,yes,$1194,3,1,$0,12,0,Highly Urban; Urban
818056111,08-Jul-53,46,$79249,No,$269116,Yes,M,Bachelors,z_Blue Collar,24,Commercial,$14020,Minivan,no,$0,0,0,$0,12,0,z_Highly Rural; Rural
737451303,26-Jun-68,31,$26606,Yes,$0,z_No,z_F,z_High School,Student,27,Commercial,$10890,z_SUV,no,$4044,2,0,$2394,9,1,Highly Urban; Urban
282076733,17-Jun-54,45,$50352,No,$201404,Yes,z_F,Bachelors,Home Maker,16,Private,$11040,z_SUV,no,$0,0,0,$0,15,0,Highly Urban; Urban
704242204,17-Mar-68,31,$73727,No,$0,z_No,M,Bachelors,Professional,31,Commercial,$19210,Van,no,$0,0,4,$0,7,0,Highly Urban; Urban
295091190,16-Sep-67,32,$0,No,$0,Yes,M,<High School,Student,22,Private,$9050,Pickup,no,$10152,2,5,$0,1,0,Highly Urban; Urban
988358143,08-Jun-56,43,$42768,No,$183793,Yes,M,Bachelors,Manager,32,Private,$10080,Minivan,yes,$0,0,0,$0,8,0,Highly Urban; Urban
362777164,21-Jul-56,43,,Yes,$0,z_No,M,Bachelors,Professional,46,Private,$12830,Minivan,no,$1510,1,1,$5401,1,1,Highly Urban; Urban
81476515,19-Sep-63,36,$64599,Yes,$189527,z_No,M,Masters,Lawyer,16,Private,$21490,Van,yes,$5846,2,1,$0,,0,Highly Urban; Urban
670127664,02-Sep-53,46,$35852,No,$142093,Yes,M,<High School,z_Blue Collar,21,Private,$13460,Minivan,no,$0,0,0,$0,1,0,Highly Urban; Urban
10185862,12-Nov-49,50,,No,$117038,Yes,M,<High School,Clerical,22,Private,$15330,Minivan,no,$0,0,0,$0,5,0,Highly Urban; Urban
111885786,13-Jul-32,67,,No,$219318,Yes,z_F,z_High School,Professional,66,Private,$14080,Sports Car,no,$5898,3,3,$2931,1,1,Highly Urban; Urban
16446925,13-Sep-51,48,$22362,No,$127087,Yes,M,<High School,Clerical,39,Private,$27160,Minivan,yes,$22906,1,0,$0,1,0,Highly Urban; Urban
82398794,30-Aug-48,51,$66948,No,,z_No,M,Bachelors,Professional,39,Commercial,$28870,Panel Truck,no,$0,0,0,$0,8,0,z_Highly Rural; Rural
508658607,22-Nov-56,42,$16423,No,$0,z_No,M,<High School,Clerical,44,Private,$21540,Minivan,no,$0,0,0,$0,9,0,z_Highly Rural; Rural
114231234,23-Dec-44,54,$52105,No,$196481,Yes,z_F,Masters,Lawyer,40,Private,$21430,z_SUV,no,$0,0,0,$0,14,0,Highly Urban; Urban
262510033,09-Feb-56,43,$53431,No,$0,z_No,z_F,Bachelors,Professional,5,Private,$8050,z_SUV,no,$4408,1,5,$4009,12,1,Highly Urban; Urban
608976095,07-Oct-58,41,$6712,No,,Yes,z_F,Bachelors,Home Maker,37,Private,$2910,Sports Car,no,$0,0,2,$0,11,0,Highly Urban; Urban
777498837,23-Jun-42,57,$62411,No,$260638,Yes,M,Masters,,31,Commercial,$34720,Panel Truck,yes,$30789,3,6,$0,19,0,Highly Urban; Urban
873746806,22-Feb-73,26,$21443,No,$116421,Yes,M,<High School,Clerical,33,Private,$6240,Minivan,no,$0,0,0,$0,1,0,z_Highly Rural; Rural
486162046,22-Mar-50,49,$45471,No,$170808,Yes,z_F,Bachelors,Clerical,14,Private,$10670,z_SUV,no,$0,0,0,$0,7,0,Highly Urban; Urban
91382305,19-Sep-56,43,$27413,Yes,,z_No,z_F,z_High School,Clerical,10,Private,$8540,Sports Car,no,$0,0,0,$18540,,1,Highly Urban; Urban
928986116,21-Sep-38,61,$85554,No,$272542,Yes,M,Masters,Lawyer,43,Private,$19870,z_SUV,yes,$0,0,0,$0,15,0,Highly Urban; Urban
873711350,18-Feb-56,43,$45931,No,$137861,Yes,M,Masters,,5,Commercial,$19870,Van,yes,$5989,3,3,$0,21,0,Highly Urban; Urban
463814342,25-Apr-55,44,$134967,No,$335456,Yes,z_F,Masters,Manager,31,Private,$16020,Minivan,no,$0,0,0,$0,18,0,Highly Urban; Urban
646843657,05-Sep-49,50,$46952,No,$223769,Yes,z_F,Bachelors,z_Blue Collar,26,Commercial,$6200,z_SUV,no,$0,0,0,$3731,1,1,Highly Urban; Urban
184765901,27-Jan-52,47,$69692,No,$243839,Yes,z_F,Masters,Lawyer,58,Private,$18370,Sports Car,no,$3314,2,0,$0,10,0,Highly Urban; Urban
740716572,08-Aug-44,55,$86546,No,$329062,Yes,M,Masters,Lawyer,6,Private,$15960,Minivan,yes,$0,0,3,$0,18,0,Highly Urban; Urban
58001635,19-May-59,40,$120603,Yes,$0,z_No,M,PhD,Doctor,16,Private,$17560,Van,no,$0,0,0,$0,13,0,Highly Urban; Urban
527670758,11-Feb-39,60,$60432,No,$235070,Yes,M,Bachelors,Professional,35,Private,$18560,Minivan,yes,$0,0,0,$7369,10,1,z_Highly Rural; Rural
624628682,11-May-47,52,,No,,z_No,M,Bachelors,Clerical,36,Commercial,$22590,Panel Truck,yes,$0,0,1,$5463,,1,Highly Urban; Urban
329167641,22-Mar-42,57,$192297,No,$488216,Yes,M,PhD,,53,Commercial,$33630,Panel Truck,yes,$10074,1,3,$0,21,0,Highly Urban; Urban
181290061,15-Sep-44,55,$38322,No,$149578,Yes,z_F,Bachelors,Manager,5,Private,$15590,Minivan,no,$0,0,0,$0,14,0,Highly Urban; Urban
419976473,27-Sep-42,57,$97083,No,$0,z_No,z_F,Bachelors,Professional,20,Private,$18800,Minivan,no,$4925,1,4,$0,13,0,Highly Urban; Urban
137895222,01-Jan-48,51,$32570,No,$158055,Yes,M,Bachelors,Clerical,17,Commercial,$9860,Pickup,yes,$5533,1,6,$0,9,0,Highly Urban; Urban
569134000,06-Oct-51,48,$14410,No,$0,z_No,z_F,<High School,Clerical,27,Private,$7740,z_SUV,no,$1001,1,3,$7204,1,1,Highly Urban; Urban
345824763,31-May-64,35,$101956,No,$284104,Yes,z_F,Bachelors,z_Blue Collar,45,Commercial,$28160,Minivan,no,$0,0,0,$0,1,0,Highly Urban; Urban
121706213,22-May-56,43,$23215,No,$80406,Yes,z_F,z_High School,Home Maker,33,Commercial,$16530,Minivan,no,$0,0,2,$0,6,0,z_Highly Rural; Rural
586304732,13-Sep-60,39,$192426,No,$483998,Yes,M,PhD,Doctor,46,Private,$33460,Minivan,yes,$0,0,0,$0,17,0,Highly Urban; Urban
419268834,26-Dec-63,35,,No,$172856,Yes,M,Bachelors,Manager,10,Commercial,$21950,Van,no,$0,0,0,$0,10,0,Highly Urban; Urban
595503380,14-Jun-73,26,$24722,No,$0,z_No,z_F,<High School,Clerical,28,Private,$9420,z_SUV,no,$0,0,1,$11213,4,1,Highly Urban; Urban
305188907,11-Jan-61,38,$14320,Yes,$77725,z_No,z_F,z_High School,Home Maker,26,Private,$23950,Minivan,no,$3718,1,0,$6880,4,1,Highly Urban; Urban
289313269,01-Jul-58,41,$96886,No,$256416,Yes,z_F,Bachelors,Professional,13,Private,$15290,Minivan,no,$0,0,0,$0,10,0,Highly Urban; Urban
552499053,03-Apr-61,38,$0,No,$0,Yes,z_F,z_High School,Student,24,Commercial,$10560,z_SUV,no,$0,0,0,$0,7,0,Highly Urban; Urban
837122700,07-Oct-53,46,$70840,No,$0,z_No,M,Bachelors,Professional,32,Private,$13180,Minivan,no,$0,0,0,$0,1,0,Highly Urban; Urban
788779542,03-Dec-38,60,$21920,No,$78026,Yes,z_F,z_High School,Clerical,50,Private,$11810,z_SUV,no,$6973,3,0,$0,8,0,Highly Urban; Urban
348646112,26-Sep-37,62,$67112,No,$238759,Yes,z_F,Bachelors,Professional,32,Private,$18300,Sports Car,no,$8363,1,7,$4287,1,1,Highly Urban; Urban
972352732,28-Jul-58,41,$36449,No,$0,Yes,M,z_High School,Student,37,Private,$17900,Minivan,yes,$0,0,0,$0,1,0,z_Highly Rural; Rural
49408042,27-Jun-50,49,$138942,No,$0,z_No,M,Masters,Lawyer,37,Private,$18920,Van,no,$0,0,0,$0,1,0,Highly Urban; Urban
664787627,25-Feb-57,42,$77737,No,$238724,Yes,z_F,Bachelors,Manager,27,Private,$22800,Minivan,no,$0,0,2,$0,11,0,Highly Urban; Urban
663029590,27-Apr-45,54,$46074,No,$0,z_No,M,Bachelors,Manager,42,Private,$11510,Pickup,yes,$0,0,0,$0,6,0,Highly Urban; Urban
63479241,29-Apr-45,54,$0,No,$109280,Yes,z_F,z_High School,Home Maker,13,Private,$7140,Sports Car,no,$0,0,0,$0,1,0,z_Highly Rural; Rural
800556705,26-Sep-61,38,$50718,Yes,$0,z_No,z_F,<High School,Clerical,51,Private,$14230,z_SUV,no,$3649,1,5,$0,5,0,z_Highly Rural; Rural
496954522,01-Feb-61,38,$58820,No,$181915,Yes,z_F,Bachelors,Clerical,55,Private,$19690,Pickup,no,$4528,2,0,$0,10,0,Highly Urban; Urban
226909233,13-Jun-39,60,$0,No,$141088,Yes,z_F,z_High School,Home Maker,47,Private,$7500,z_SUV,no,$0,0,2,$4586,1,1,Highly Urban; Urban
553450547,22-Feb-56,43,$0,No,$84656,Yes,M,z_High School,Student,36,Commercial,$24520,Panel Truck,no,$1119,1,8,$3784,,1,Highly Urban; Urban
507552592,17-Jun-62,37,,Yes,$0,z_No,z_F,Bachelors,z_Blue Collar,23,Commercial,$1500,Sports Car,no,$49223,1,2,$3676,1,1,Highly Urban; Urban
463360926,23-Jul-55,44,$47231,No,$168478,Yes,z_F,z_High School,Clerical,31,Private,$18170,Pickup,no,$0,0,0,$0,10,0,Highly Urban; Urban
799528270,09-Sep-67,32,$14744,No,$0,Yes,z_F,Bachelors,Student,27,Private,$14930,z_SUV,no,$613,2,5,$0,7,0,Highly Urban; Urban
800426023,02-Dec-54,44,$16352,No,$134164,Yes,z_F,z_High School,Home Maker,37,Private,$9760,z_SUV,no,$2316,1,0,$56400,1,1,Highly Urban; Urban
64820276,01-Dec-51,47,,No,$114664,z_No,z_F,Bachelors,Home Maker,8,Private,$8770,z_SUV,no,$0,0,0,$0,11,0,Highly Urban; Urban
3660621,11-Jun-69,30,$77156,Yes,$0,z_No,z_F,Bachelors,Clerical,28,Private,$11430,z_SUV,no,$11295,3,6,$0,1,0,z_Highly Rural; Rural
472137014,23-Sep-70,29,$144242,Yes,$0,z_No,z_F,PhD,,15,Private,$16370,Sports Car,no,$4822,2,0,$0,13,0,Highly Urban; Urban
834249193,10-Sep-39,60,$16919,No,$116786,z_No,z_F,z_High School,Clerical,24,Private,$9190,z_SUV,no,$0,0,0,$2386,,1,Highly Urban; Urban
831585855,16-Mar-54,45,$20653,No,$140294,Yes,z_F,<High School,Clerical,24,Commercial,$20720,Pickup,no,$0,0,0,$10690,6,1,Highly Urban; Urban
852469481,04-Dec-65,33,$4562,No,$55632,Yes,M,z_High School,Student,8,Commercial,$9650,Pickup,yes,$0,0,4,$0,9,0,Highly Urban; Urban
449101300,25-Jun-48,51,$95713,No,$302676,Yes,z_F,PhD,Manager,32,Private,$23040,Pickup,no,$0,0,0,$0,17,0,Highly Urban; Urban
820425739,15-Jul-55,44,$29929,No,$124756,z_No,M,z_High School,Professional,41,Private,$15320,Minivan,yes,$0,0,0,$0,1,0,Highly Urban; Urban
362335899,26-Jan-50,49,$104691,No,$271132,z_No,M,Bachelors,Professional,14,Commercial,$30260,Panel Truck,yes,$22813,1,7,$0,1,0,Highly Urban; Urban
513474624,29-Dec-46,52,$70198,No,$239210,Yes,M,Bachelors,z_Blue Collar,41,Commercial,$37810,Panel Truck,no,$0,0,0,$934,9,1,Highly Urban; Urban
684319268,21-Sep-45,54,$50646,No,$222419,Yes,z_F,PhD,Home Maker,40,Private,$32100,Van,no,$0,0,0,$0,16,0,z_Highly Rural; Rural
63729628,31-Aug-49,50,$69030,No,$196452,Yes,z_F,z_High School,z_Blue Collar,10,Commercial,$35450,z_SUV,no,$764,3,0,$0,1,0,Highly Urban; Urban
567478451,11-Apr-61,38,$116933,No,$372067,z_No,M,Bachelors,Professional,19,Commercial,$25740,Panel Truck,yes,$0,0,0,$0,14,0,Highly Urban; Urban
184517615,14-Jul-54,45,$38632,No,$187532,Yes,z_F,z_High School,z_Blue Collar,35,Commercial,$25340,Minivan,no,$0,0,0,$0,1,0,z_Highly Rural; Rural
997931907,07-Nov-60,39,$30290,No,$134576,Yes,z_F,<High School,z_Blue Collar,20,Commercial,$18270,Pickup,no,$2787,3,3,$1841,1,1,Highly Urban; Urban
2885798,25-Sep-52,47,$57446,No,$205310,Yes,M,z_High School,Professional,30,Private,$12120,Pickup,no,$0,0,2,$0,7,0,Highly Urban; Urban
347562336,30-Jul-66,33,$102981,No,$302779,Yes,M,z_High School,Professional,29,Private,$16680,Van,yes,$0,0,0,$0,11,0,z_Highly Rural; Rural
275865578,09-Feb-61,38,$72901,No,$243300,z_No,z_F,Bachelors,Professional,28,Private,$15200,z_SUV,no,$1310,3,5,$0,4,0,Highly Urban; Urban
2885798,25-Sep-52,47,$57446,No,$205310,Yes,M,z_High School,Professional,30,Commercial,$25090,Panel Truck,no,$0,0,1,$5324,7,1,Highly Urban; Urban
336896255,12-Dec-60,38,$159691,No,$379686,Yes,z_F,Masters,,44,Commercial,$23260,Pickup,no,$0,0,4,$0,13,0,Highly Urban; Urban
908964571,21-Jul-59,40,$90377,No,$251223,z_No,M,Bachelors,z_Blue Collar,21,Commercial,$5500,Pickup,yes,$0,0,2,$0,7,0,Highly Urban; Urban
650729244,16-Dec-33,65,$56513,No,$189268,Yes,z_F,Masters,Lawyer,42,Private,$15360,Sports Car,no,$5229,1,4,$0,25,0,Highly Urban; Urban
96249983,02-Feb-51,48,$20551,No,$88080,z_No,M,Masters,Lawyer,40,Private,$14150,Minivan,yes,$4939,3,2,$0,17,0,Highly Urban; Urban
231947709,27-Jan-61,38,$0,Yes,$93228,z_No,z_F,<High School,Home Maker,51,Private,$9750,z_SUV,no,$11093,3,7,$4913,1,1,Highly Urban; Urban
868197226,30-Oct-59,40,$83000,No,$248949,Yes,z_F,Masters,Lawyer,30,Private,$21880,z_SUV,no,$0,0,0,$0,15,0,Highly Urban; Urban
240336746,16-May-42,57,$86232,No,$272326,Yes,z_F,Masters,Manager,8,Private,$15820,z_SUV,no,$0,0,0,$0,15,0,Highly Urban; Urban
898647663,28-Dec-62,36,$131766,No,$0,z_No,M,PhD,Manager,45,Private,$13950,Minivan,yes,$0,0,0,$4495,11,1,Highly Urban; Urban
610834268,20-Feb-53,46,$122086,No,$347291,z_No,z_F,Masters,Lawyer,5,Private,$7020,Sports Car,no,$0,0,0,$0,11,0,Highly Urban; Urban
947320793,25-Dec-34,64,$34199,No,$174149,Yes,M,Bachelors,z_Blue Collar,5,Private,$11210,Sports Car,yes,$10572,4,4,$8550,8,1,Highly Urban; Urban
211458609,23-Nov-50,48,$134333,No,$358876,Yes,z_F,z_High School,Professional,9,Private,$22490,z_SUV,no,$0,0,2,$0,1,0,Highly Urban; Urban
829738244,09-Sep-60,39,$70750,No,$228858,z_No,M,Bachelors,z_Blue Collar,68,Private,$3350,Minivan,no,$6006,2,3,$3423,14,1,z_Highly Rural; Rural
986554544,29-Oct-48,51,$0,No,$0,z_No,M,PhD,Doctor,29,Private,$8310,Pickup,yes,$0,0,0,$0,18,0,Highly Urban; Urban
771190621,06-Oct-54,45,$103134,No,,z_No,z_F,Masters,Lawyer,38,Private,$16310,Sports Car,no,$0,0,0,$0,21,0,Highly Urban; Urban
505246407,21-Feb-46,53,$69268,No,$238236,Yes,M,Bachelors,z_Blue Collar,31,Commercial,$13730,Minivan,no,$23381,1,1,$0,12,0,Highly Urban; Urban
554193726,19-Jul-59,40,$103636,No,$270623,Yes,M,Bachelors,Manager,47,Private,$14070,Minivan,yes,$0,0,0,$0,1,0,Highly Urban; Urban
467806649,10-Jan-39,60,$100207,No,$320199,z_No,M,Bachelors,Manager,34,Private,$1500,Minivan,no,$15403,2,0,$0,11,0,Highly Urban; Urban
995214124,11-Jan-57,42,$56969,No,$252556,Yes,M,Bachelors,Professional,18,Commercial,$11400,Pickup,no,$4512,3,5,$4083,10,1,Highly Urban; Urban
374284502,19-Feb-45,54,$0,No,$87156,Yes,z_F,Masters,Home Maker,36,Private,$22350,z_SUV,no,$0,0,0,$0,9,0,z_Highly Rural; Rural
538677206,28-Feb-65,34,$118064,No,$330500,Yes,M,Bachelors,z_Blue Collar,5,Commercial,$13310,Minivan,no,$0,0,0,$0,11,0,Highly Urban; Urban
937135517,07-Dec-54,44,$165769,No,$414539,Yes,M,PhD,,27,Commercial,$44250,Panel Truck,yes,$26121,4,8,$3459,11,1,Highly Urban; Urban
528512018,07-Dec-54,44,$80140,No,$233009,Yes,M,Masters,Professional,40,Private,$13910,Minivan,no,$0,0,3,$0,15,0,Highly Urban; Urban
691463996,11-Dec-59,39,$23094,No,$140813,Yes,z_F,z_High School,z_Blue Collar,27,Commercial,$9310,Sports Car,no,$4732,2,0,$3091,1,1,Highly Urban; Urban
210355488,14-Feb-37,62,$74430,No,$266176,Yes,M,Masters,,64,Commercial,$19690,Pickup,no,$0,0,1,$0,17,0,Highly Urban; Urban
469687527,20-Dec-55,43,,No,$191740,Yes,M,Bachelors,z_Blue Collar,61,Commercial,$14450,Minivan,no,$0,0,0,$0,9,0,Highly Urban; Urban
873552637,11-May-43,56,$42235,No,$145837,Yes,z_F,z_High School,Clerical,40,Private,$5720,Sports Car,no,$8901,2,0,$0,7,0,Highly Urban; Urban
846022747,04-Dec-49,49,$148125,No,$392383,Yes,M,PhD,Doctor,38,Private,$6400,Pickup,no,$0,0,2,$0,18,0,Highly Urban; Urban
988854727,24-May-67,32,$16976,No,$0,Yes,z_F,<High School,Student,25,Private,$6640,z_SUV,no,$3468,1,0,$0,5,0,Highly Urban; Urban
922850321,15-May-33,66,$84791,No,$0,z_No,M,Masters,Manager,10,Private,$9980,z_SUV,yes,$5918,1,0,$0,13,0,Highly Urban; Urban
824623191,24-Dec-68,30,,No,$160464,Yes,M,<High School,Clerical,35,Private,$6140,Minivan,yes,$696,2,2,$3858,1,1,Highly Urban; Urban
204838758,12-Jan-65,34,$6876,No,,Yes,M,Bachelors,Student,45,Private,$15930,Minivan,yes,$0,0,2,$0,11,0,Highly Urban; Urban
983246897,26-Jul-61,38,$43476,Yes,$156267,z_No,z_F,z_High School,z_Blue Collar,37,Commercial,$5850,z_SUV,no,$7145,2,0,$5769,1,1,Highly Urban; Urban
893570319,29-Apr-48,51,$101212,No,$0,z_No,M,Bachelors,Professional,43,Private,$16720,Minivan,yes,$0,0,0,$0,12,0,Highly Urban; Urban
384741518,26-Apr-67,32,$37895,No,,Yes,M,z_High School,Clerical,21,Private,$8490,Minivan,no,$6073,2,0,$0,1,0,Highly Urban; Urban
564000120,12-Oct-54,45,$37407,No,$138623,Yes,z_F,Bachelors,Manager,32,Private,$7940,Sports Car,no,$47712,1,0,$0,12,0,Highly Urban; Urban
652685017,29-Nov-41,57,$111970,No,$342129,Yes,M,Masters,Manager,28,Commercial,$23780,Panel Truck,no,$20369,1,5,$0,15,0,Highly Urban; Urban
419009490,03-Feb-59,40,$90326,Yes,$0,z_No,M,Bachelors,z_Blue Collar,33,Commercial,$19380,Van,yes,$0,0,0,$4392,7,1,Highly Urban; Urban
638611122,22-Oct-58,41,$50,No,$60765,Yes,M,Bachelors,Student,19,Commercial,$5610,Pickup,yes,$0,0,0,$0,14,0,z_Highly Rural; Rural
499204225,30-Jul-52,47,,No,$202773,Yes,M,Masters,Lawyer,24,Private,$14410,Minivan,yes,$0,0,2,$0,12,0,Highly Urban; Urban
446435534,12-May-42,57,$62238,No,$0,z_No,M,Bachelors,z_Blue Collar,44,Commercial,$11400,Pickup,yes,$0,0,3,$0,7,0,z_Highly Rural; Rural
434682556,19-May-47,52,$26782,No,$164119,Yes,M,<High School,Clerical,52,Private,$10890,Pickup,no,$0,0,0,$0,7,0,z_Highly Rural; Rural
871287808,14-Oct-50,49,$9486,No,$146041,Yes,z_F,Masters,Home Maker,24,Private,$6390,z_SUV,no,$0,0,2,$0,15,0,z_Highly Rural; Rural
113773973,18-Jul-68,31,,Yes,$115939,z_No,z_F,<High School,Clerical,24,Private,$23010,z_SUV,no,$0,0,0,$0,1,0,z_Highly Rural; Rural
371702941,07-Jul-48,51,$66804,No,$0,z_No,M,Bachelors,Professional,35,Private,$16130,Minivan,yes,$0,0,0,$0,7,0,Highly Urban; Urban
145010935,13-Mar-66,33,$40095,No,$167208,Yes,z_F,z_High School,Clerical,48,Private,$5510,Sports Car,no,$34993,4,6,$0,1,0,z_Highly Rural; Rural
739643429,11-Nov-42,57,$32033,No,$167795,Yes,z_F,Masters,Home Maker,44,Private,$18110,Sports Car,no,$1575,2,7,$5834,16,1,Highly Urban; Urban
282293169,24-Jan-43,56,$19657,No,$0,z_No,M,<High School,Professional,36,Private,$3470,Minivan,yes,$0,0,2,$0,5,0,Highly Urban; Urban
167976834,02-Feb-64,35,$105992,Yes,$0,z_No,z_F,Bachelors,Professional,43,Private,$17540,Minivan,no,$25379,1,0,$4771,9,1,Highly Urban; Urban
977322255,09-Mar-73,26,$0,No,,Yes,z_F,z_High School,Student,10,Commercial,$22430,Pickup,no,$8538,4,8,$2357,1,1,Highly Urban; Urban
678910448,21-Feb-65,34,$62044,No,$201347,Yes,z_F,Bachelors,Professional,37,Private,$11100,z_SUV,no,$0,0,0,$0,7,0,z_Highly Rural; Rural
324561319,07-Dec-39,59,$32857,No,$0,z_No,z_F,PhD,Home Maker,29,Private,$34470,Pickup,no,$0,0,0,$0,20,0,z_Highly Rural; Rural
372761026,10-Sep-52,47,$80577,No,$0,z_No,M,Masters,Lawyer,34,Private,$13610,Minivan,no,$0,0,3,$0,12,0,Highly Urban; Urban
807382773,10-Dec-47,51,$51303,No,$209767,Yes,M,z_High School,z_Blue Collar,5,Commercial,$18900,Van,no,$3328,1,8,$5374,11,1,Highly Urban; Urban
305459392,08-Apr-55,44,$27127,No,,z_No,z_F,<High School,Clerical,36,Private,$21960,Minivan,no,$35472,2,2,$0,1,0,Highly Urban; Urban
401200262,23-Sep-51,48,,No,$252896,Yes,M,Bachelors,Professional,14,Private,$14030,Minivan,yes,$0,0,0,$0,10,0,Highly Urban; Urban
410548344,06-Jan-39,60,$62049,No,$217434,Yes,z_F,Masters,Lawyer,70,Private,$19620,z_SUV,no,$0,0,0,$1151,15,1,Highly Urban; Urban
463996114,30-Mar-56,43,$85951,No,,z_No,M,Masters,Professional,27,Private,$11560,Minivan,no,$0,0,0,$0,17,0,Highly Urban; Urban
614243399,20-Mar-59,40,$122543,No,$326327,Yes,M,Bachelors,Manager,28,Commercial,$25100,Panel Truck,no,$0,0,2,$0,15,0,Highly Urban; Urban
642473846,21-Sep-59,40,$22705,No,$138803,Yes,z_F,<High School,Clerical,28,Private,$7770,Sports Car,no,$28476,1,5,$59,,1,Highly Urban; Urban
583259719,07-Jul-44,55,$7898,No,$153061,z_No,z_F,PhD,Home Maker,38,Private,$9310,Minivan,no,$0,0,0,$0,12,0,z_Highly Rural; Rural
609570914,25-Jul-42,57,,No,$109016,z_No,M,<High School,Student,21,Private,$7260,Minivan,yes,$0,0,1,$0,6,0,Highly Urban; Urban
495186029,30-Mar-50,49,$122192,No,$337259,z_No,M,Masters,,32,Commercial,$24120,Panel Truck,no,$0,0,0,$0,,0,Highly Urban; Urban
782296062,29-Jul-49,50,$38998,No,$175757,Yes,M,z_High School,z_Blue Collar,47,Commercial,$21460,Minivan,yes,$0,0,1,$0,1,0,z_Highly Rural; Rural
212925200,30-Nov-44,54,$98657,No,$0,z_No,z_F,Masters,Lawyer,46,Private,$16770,z_SUV,no,$0,0,1,$0,13,0,Highly Urban; Urban
132709202,20-Dec-57,41,$39677,No,$166364,Yes,z_F,z_High School,Clerical,14,Private,$20210,Pickup,no,$0,0,2,$10215,6,1,Highly Urban; Urban
953853762,25-Nov-58,40,,No,$206379,Yes,M,Bachelors,Manager,40,Private,$16610,Van,no,$0,0,0,$0,9,0,Highly Urban; Urban
607022620,28-Apr-44,55,$71402,No,$246583,Yes,M,z_High School,z_Blue Collar,19,Commercial,$27370,Panel Truck,yes,$718,2,2,$0,9,0,Highly Urban; Urban
210751378,20-Jul-49,50,$53568,No,$202687,Yes,M,Bachelors,z_Blue Collar,37,Commercial,$22250,Minivan,no,$0,0,0,$0,7,0,z_Highly Rural; Rural
150331854,22-Dec-42,56,$220881,No,$596021,z_No,z_F,PhD,,29,Commercial,$50180,Panel Truck,no,$0,0,2,$0,1,0,Highly Urban; Urban
761519731,01-May-56,43,$63644,Yes,$174541,z_No,z_F,Bachelors,Manager,24,Private,$16640,Sports Car,no,$0,0,0,$0,11,0,Highly Urban; Urban
602096710,06-Sep-54,45,$153009,No,$416576,Yes,M,PhD,Manager,22,Commercial,$24640,Panel Truck,yes,$5777,1,3,$0,18,0,Highly Urban; Urban
399237836,10-Jan-56,43,,No,$0,z_No,M,Bachelors,Clerical,34,Commercial,$11610,Pickup,yes,$0,0,1,$0,11,0,z_Highly Rural; Rural
547910569,01-Apr-39,60,$28634,No,$151602,Yes,M,<High School,Clerical,17,Private,$5730,Minivan,no,$30480,2,5,$471,5,1,z_Highly Rural; Rural
557773366,07-Nov-48,51,$0,No,$106237,z_No,M,Masters,Lawyer,22,Private,$13470,Minivan,yes,$0,0,1,$0,1,0,Highly Urban; Urban
869972677,16-Feb-43,56,$37352,No,$0,z_No,M,Masters,Lawyer,40,Private,$13910,Minivan,no,$0,0,0,$0,20,0,z_Highly Rural; Rural
735657458,24-Apr-60,39,,No,$367206,z_No,M,Bachelors,Professional,31,Commercial,$17580,Van,yes,$43663,3,5,$0,14,0,Highly Urban; Urban
440614462,04-May-46,53,$86100,No,$268336,Yes,M,Masters,Manager,48,Private,$15410,Minivan,no,$0,0,1,$0,15,0,Highly Urban; Urban
819630864,24-Mar-53,46,$29968,No,$180980,Yes,M,Bachelors,z_Blue Collar,43,Commercial,$26310,Panel Truck,no,$0,0,1,$0,8,0,Highly Urban; Urban
702824999,04-Mar-65,34,$34887,Yes,$156214,z_No,z_F,Bachelors,z_Blue Collar,38,Commercial,$23260,z_SUV,no,$0,0,3,$0,11,0,Highly Urban; Urban
720305468,30-Jun-55,44,$62721,No,$165941,Yes,z_F,Bachelors,Professional,42,Private,$29770,z_SUV,no,$0,0,0,$0,4,0,Highly Urban; Urban
72803473,03-Oct-38,61,$158546,No,$390219,Yes,z_F,PhD,Manager,24,Private,$42680,z_SUV,no,$4640,1,3,$0,19,0,Highly Urban; Urban
852315084,17-Mar-55,44,$178864,No,$428679,z_No,z_F,Masters,Lawyer,43,Private,$23790,Pickup,no,$0,0,0,$0,15,0,Highly Urban; Urban
