policy_id,age,cust_age_category,income,parent1,home_value,married,gender,education,occupation,travel_time,car_usage,IDV,car_type,red_car,old_claim,claim_freq,MVR_points,claim_amount,car_age,car_age_category,claim_status,urbanicity
508339617,34,young,"$55353",Yes,"$203703",z_No,z_F,"z_High School","z_Blue Collar",41,Commercial,"$14090",z_SUV,no,"$4519",1,6,"$1559",6,used,1,"Highly Urban; Urban"
282847528,40,young,"$31993",Yes,"$0",z_No,M,"<High School","z_Blue Collar",42,Private,"$14070",Minivan,no,"$1128",1,0,"$0",6,used,0,"Highly Urban; Urban"
351569400,49,mid-age,"$105277",No,"$294480",Yes,z_F,Bachelors,Professional,30,Private,"$38000",Van,no,"$0",0,0,"$47520",1,New,1,"z_Highly Rural; Rural"
741806843,32,young,"$35793",Yes,"$0",z_No,z_F,"z_High School","z_Blue Collar",28,Private,"$19960",Pickup,no,"$0",0,0,"$0",1,New,0,"z_Highly Rural; Rural"
285867056,48,mid-age,"$27499",No,"$118913",Yes,M,Bachelors,Manager,17,Private,"$6300",Minivan,yes,"$0",0,1,"$0",10,used,0,"Highly Urban; Urban"
196544770,59,mid-age,"$71197",No,"$0",z_No,z_F,"z_High School","z_Blue Collar",37,Commercial,"$14520",Minivan,no,"$0",0,0,"$3794",6,used,1,"Highly Urban; Urban"
27436744,52,mid-age,"$97336",No,"$0",z_No,M,Bachelors,Professional,22,Commercial,"$18660",Van,yes,"$0",0,0,"$0",10,used,0,"Highly Urban; Urban"
800556705,38,young,"$50718",Yes,"$0",z_No,z_F,"<High School",Clerical,51,Private,"$16340",z_SUV,no,"$29017",2,1,"$0",5,New,0,"z_Highly Rural; Rural"
330636561,66,old-age,"$33644",No,"$186626",Yes,M,"z_High School","z_Blue Collar",41,Commercial,"$21020",Minivan,yes,"$0",0,0,"$5074",1,New,1,"Highly Urban; Urban"
684096160,35,young,"$69592",No,"$0",z_No,z_F,Masters,Lawyer,32,Private,"$11960",z_SUV,no,"$0",0,1,"$4019",17,old,1,"Highly Urban; Urban"
626621181,61,old-age,"$24049",No,"$0",z_No,M,"z_High School","z_Blue Collar",31,Commercial,"$10000","Sports Car",yes,"$0",0,0,"$0",7,used,0,"Highly Urban; Urban"
968439150,,"invalid age","$16227",No,,Yes,M,"z_High School",Student,39,Private,"$20770",Van,yes,"$0",0,6,"$5640",1,New,1,"Highly Urban; Urban"
201327208,60,mid-age,"$37940",No,"$182739",Yes,z_F,"z_High School","z_Blue Collar",16,Commercial,"$21280",Minivan,no,"$0",0,0,"$0",1,New,0,"Highly Urban; Urban"
187813349,59,mid-age,"$79380",No,,Yes,M,"z_High School","z_Blue Collar",73,Commercial,"$19960",Van,no,"$3960",4,8,"$571",9,used,1,"Highly Urban; Urban"
259127860,55,mid-age,"$112423",No,"$286788",Yes,M,Bachelors,"z_Blue Collar",30,Private,"$17210",Van,yes,"$0",0,0,"$0",1,New,0,"Highly Urban; Urban"
832569187,48,mid-age,"$0",No,,z_No,z_F,Bachelors,"Home Maker",16,Private,"$25250",Pickup,no,"$0",0,0,"$0",8,used,0,"z_Highly Rural; Rural"
483669193,26,young,"$0",No,"$0",Yes,z_F,"<High School",Student,27,Private,"$4120",z_SUV,no,"$0",0,1,"$2370",6,used,1,"Highly Urban; Urban"
141897395,47,mid-age,"$138689",No,"$406449",Yes,M,Masters,Lawyer,26,Private,"$20230",Van,no,"$0",0,0,"$0",15,old,0,"Highly Urban; Urban"
716776192,53,mid-age,"$67189",No,"$0",z_No,M,Masters,,26,Commercial,"$6800",Pickup,no,"$4558",2,3,"$0",18,old,0,"Highly Urban; Urban"
395686481,43,mid-age,"$0",Yes,"$0",z_No,z_F,"z_High School","Home Maker",49,Private,"$6320",z_SUV,no,"$2434",2,4,"$0",5,New,0,"z_Highly Rural; Rural"
602229598,41,mid-age,"$64957",No,"$209019",Yes,M,Masters,,47,Private,"$15000",Minivan,no,"$7323",1,3,"$0",7,used,0,"Highly Urban; Urban"
779624178,52,mid-age,"$101637",No,"$325193",Yes,z_F,Masters,Lawyer,26,Private,"$14220","Sports Car",no,"$0",0,1,"$0",10,used,0,"Highly Urban; Urban"
697633471,31,young,"$17567",Yes,"$0",z_No,M,"<High School",Clerical,14,Private,"$6360",Minivan,no,"$0",0,0,"$2979",5,New,1,"Highly Urban; Urban"
658140662,50,mid-age,"$58504",No,"$0",z_No,z_F,Bachelors,"z_Blue Collar",44,Commercial,"$20550",z_SUV,no,"$2916",1,6,"$24408",11,used,1,"Highly Urban; Urban"
417493849,57,mid-age,"$162165",No,"$437750",z_No,M,PhD,Doctor,33,Private,"$13820",Minivan,yes,"$0",0,0,"$0",20,old,0,"Highly Urban; Urban"
63673872,46,mid-age,"$73644",No,"$266128",Yes,z_F,Bachelors,"Home Maker",5,Private,"$6100",z_SUV,no,"$0",0,0,"$0",6,used,0,"z_Highly Rural; Rural"
578135332,46,mid-age,"$19270",No,"$118739",Yes,M,"<High School",Clerical,51,Private,"$18870",Minivan,no,"$0",0,0,"$0",1,New,0,"z_Highly Rural; Rural"
309057954,34,young,"$56113",No,"$163622",Yes,z_F,Bachelors,Professional,16,Private,"$4900","Sports Car",no,"$0",0,0,"$0",9,used,0,"Highly Urban; Urban"
670510175,37,young,"$102769",No,"$235822",Yes,z_F,Bachelors,"z_Blue Collar",5,Commercial,"$15480",z_SUV,no,"$0",0,0,"$0",10,used,0,"Highly Urban; Urban"
922831607,36,young,"$51626",No,"$168683",Yes,z_F,Masters,Lawyer,39,Private,"$31480",Minivan,no,"$1007",1,5,"$0",13,old,0,"Highly Urban; Urban"
154563076,42,mid-age,"$32808",No,"$165172",Yes,M,"<High School","z_Blue Collar",32,Private,"$11990",Minivan,yes,"$1188",1,1,"$0",1,New,0,"Highly Urban; Urban"
722122188,42,mid-age,"$9671",No,"$0",Yes,z_F,"z_High School",Student,9,Private,"$9900",z_SUV,no,"$3986",3,4,"$0",1,New,0,"Highly Urban; Urban"
5340882,51,mid-age,"$70846",No,"$0",z_No,M,PhD,Doctor,23,Private,"$17810",Van,yes,"$0",0,0,"$0",12,used,0,"Highly Urban; Urban"
510127591,36,young,"$32252",No,"$127659",Yes,M,"z_High School","z_Blue Collar",33,Commercial,"$5620",Pickup,no,"$10383",2,5,"$0",1,New,0,"Highly Urban; Urban"
677899112,39,young,"$66962",No,"$219185",Yes,z_F,"z_High School","z_Blue Collar",41,Commercial,"$12100",z_SUV,no,"$0",0,2,"$0",9,used,0,"Highly Urban; Urban"
446639717,45,mid-age,"$79586",No,,Yes,z_F,Masters,Lawyer,5,Private,"$13960",z_SUV,no,"$5006",3,0,"$0",13,old,0,"Highly Urban; Urban"
844879272,40,young,"$26555",No,"$160140",Yes,z_F,"<High School",Clerical,47,Private,"$8160","Sports Car",no,"$0",0,1,"$0",1,New,0,"Highly Urban; Urban"
491700780,56,mid-age,"$68800",No,"$233047",Yes,z_F,Masters,Lawyer,38,Private,"$13980",z_SUV,no,"$3631",1,0,"$0",14,old,0,"Highly Urban; Urban"
619943998,56,mid-age,"$199336",No,"$501076",Yes,z_F,PhD,,23,Commercial,"$41280",Van,no,"$0",0,1,"$0",16,old,0,"Highly Urban; Urban"
883604551,34,young,"$56095",No,"$186866",Yes,M,Bachelors,Clerical,58,Private,"$6970",Minivan,yes,"$0",0,0,"$599",5,New,1,"Highly Urban; Urban"
421671620,54,mid-age,"$72540",No,"$265894",Yes,z_F,Masters,Lawyer,37,Private,"$19470",Minivan,no,"$32145",1,4,"$0",10,used,0,"Highly Urban; Urban"
79375431,44,mid-age,"$26653",Yes,"$0",z_No,z_F,"z_High School",Clerical,54,Private,"$9260",Minivan,no,"$0",0,1,"$0",1,New,0,"Highly Urban; Urban"
111315876,53,mid-age,"$66429",No,"$225996",Yes,M,Masters,Lawyer,5,Private,"$13440",Minivan,yes,"$0",0,0,"$0",18,old,0,"Highly Urban; Urban"
335292516,40,young,"$109956",Yes,"$0",z_No,M,"<High School","z_Blue Collar",32,Private,"$19330",Minivan,yes,"$3869",3,2,"$0",1,New,0,"Highly Urban; Urban"
370351885,53,mid-age,"$109230",No,"$301276",Yes,M,PhD,Doctor,32,Private,"$28570",Minivan,no,"$0",0,0,"$0",6,used,0,"Highly Urban; Urban"
87360109,52,mid-age,"$38442",No,"$175653",z_No,z_F,Bachelors,"z_Blue Collar",25,Commercial,"$14880",z_SUV,no,"$0",0,0,"$4582",1,New,1,"Highly Urban; Urban"
741060357,36,young,"$78379",No,"$240848",Yes,M,Bachelors,"z_Blue Collar",31,Commercial,"$14080",Minivan,yes,"$7419",1,3,"$0",13,old,0,"Highly Urban; Urban"
959594346,42,mid-age,"$109919",No,"$348658",Yes,z_F,Masters,Manager,23,Private,"$22520","Sports Car",no,"$0",0,0,"$0",8,used,0,"Highly Urban; Urban"
893823860,55,mid-age,"$121913",No,"$0",z_No,z_F,Masters,Professional,38,Private,"$18080",z_SUV,no,"$0",0,0,"$0",8,used,0,"Highly Urban; Urban"
329068647,51,mid-age,"$52395",No,"$0",z_No,M,Bachelors,Manager,74,Private,"$19740",Minivan,yes,"$4447",3,0,"$0",4,New,0,"Highly Urban; Urban"
237008961,21,young,"$360",Yes,"$0",z_No,M,"z_High School",Student,44,Commercial,"$3320",Minivan,yes,"$6117",3,1,"$0",8,used,0,"z_Highly Rural; Rural"
922967381,40,young,"$38957",No,"$140755",Yes,z_F,"z_High School","z_Blue Collar",29,Commercial,"$12110",z_SUV,no,"$0",0,0,"$0",1,New,0,"z_Highly Rural; Rural"
743756067,57,mid-age,"$6018",Yes,"$0",z_No,z_F,"<High School","Home Maker",23,Private,"$9330",z_SUV,no,"$0",0,1,"$4790",1,New,1,"Highly Urban; Urban"
475331694,33,young,"$32708",Yes,"$0",z_No,M,"z_High School",Student,56,Commercial,"$31040","Panel Truck",no,"$7343",2,4,"$2375",1,New,1,"Highly Urban; Urban"
611920932,51,mid-age,"$72037",No,"$0",z_No,M,"z_High School",Manager,13,Commercial,"$19080",Van,yes,"$6162",2,6,"$0",8,used,0,"Highly Urban; Urban"
367629901,58,mid-age,"$95447",No,"$344763",z_No,M,Bachelors,Professional,9,Private,"$12460",Minivan,yes,"$0",0,0,"$0",13,old,0,"Highly Urban; Urban"
676967525,37,young,"$0",Yes,"$0",z_No,z_F,Bachelors,Student,50,Private,"$9270",z_SUV,no,"$0",0,0,"$4580",10,used,1,"Highly Urban; Urban"
474302091,54,mid-age,"$20058",No,"$140497",Yes,M,"<High School",Clerical,15,Private,"$16390",Van,yes,"$0",0,0,"$0",7,used,0,"Highly Urban; Urban"
213844786,46,mid-age,"$136301",No,"$0",z_No,M,PhD,Doctor,18,Private,"$1500",Minivan,yes,"$1155",3,8,"$0",16,old,0,"Highly Urban; Urban"
129525439,51,mid-age,"$188841",No,"$455605",Yes,z_F,PhD,Doctor,43,Private,"$35600",Van,no,"$0",0,3,"$0",9,used,0,"Highly Urban; Urban"
289365421,37,young,"$92633",No,"$268718",Yes,M,"z_High School","z_Blue Collar",55,Commercial,"$33220","Panel Truck",yes,"$0",0,2,"$0",7,used,0,"z_Highly Rural; Rural"
15025480,36,young,"$20765",Yes,"$0",z_No,z_F,"<High School","Home Maker",19,Private,"$12510",Pickup,no,"$0",0,6,"$3887",1,New,1,"Highly Urban; Urban"
421412181,49,mid-age,"$0",No,"$0",Yes,M,Bachelors,Student,24,Commercial,"$6400",Pickup,yes,"$7399",2,1,"$0",15,old,0,"Highly Urban; Urban"
506795126,36,young,"$37869",No,"$160542",Yes,z_F,Bachelors,Clerical,13,Private,"$5290",z_SUV,no,"$0",0,1,"$0",7,used,0,"Highly Urban; Urban"
116102677,39,young,"$20075",No,"$117035",Yes,z_F,"z_High School","Home Maker",21,Private,"$5400","Sports Car",no,"$0",0,0,"$0",8,used,0,"z_Highly Rural; Rural"
162166370,60,mid-age,"$79245",No,"$0",z_No,M,"z_High School",Manager,36,Commercial,"$24170","Panel Truck",yes,"$0",0,0,"$0",8,used,0,"Highly Urban; Urban"
776062185,39,young,"$97766",Yes,,z_No,M,Bachelors,Manager,10,Private,"$11280",Pickup,yes,"$8835",2,1,"$0",1,New,0,"Highly Urban; Urban"
361782057,53,mid-age,"$32956",No,"$202231",Yes,z_F,"z_High School","Home Maker",57,Commercial,"$18150",z_SUV,no,"$0",0,5,"$6603",1,New,1,"Highly Urban; Urban"
481754281,41,mid-age,"$0",No,,z_No,z_F,Masters,"Home Maker",43,Private,"$5600","Sports Car",no,"$0",0,0,"$3018",20,old,1,"Highly Urban; Urban"
803733222,54,mid-age,"$107553",No,"$346995",z_No,M,"z_High School","z_Blue Collar",18,Commercial,"$29070","Panel Truck",no,"$0",0,2,"$0",1,New,0,"Highly Urban; Urban"
547019584,46,mid-age,"$64030",No,"$191941",Yes,M,Masters,Lawyer,60,Private,"$24070",z_SUV,no,"$30807",1,7,"$0",13,old,0,"Highly Urban; Urban"
388166858,42,mid-age,,Yes,"$0",z_No,z_F,Bachelors,Clerical,37,Private,"$31960","Sports Car",no,"$5827",3,4,"$2386",7,used,1,"Highly Urban; Urban"
764542231,46,mid-age,"$214653",No,"$498559",Yes,M,PhD,Manager,21,Commercial,"$37960","Panel Truck",yes,"$7327",1,0,"$0",16,old,0,"Highly Urban; Urban"
706466616,40,young,"$6947",Yes,"$131827",z_No,z_F,Bachelors,"Home Maker",41,Commercial,"$25170","Panel Truck",yes,"$6985",2,8,"$2033",8,used,1,"Highly Urban; Urban"
84930620,44,mid-age,"$90939",No,"$290793",Yes,z_F,Masters,Lawyer,21,Private,"$2740","Sports Car",no,"$0",0,1,"$0",8,used,0,"Highly Urban; Urban"
100737644,38,young,"$95197",No,"$281124",Yes,z_F,Bachelors,Manager,46,Private,"$20730",z_SUV,no,"$0",0,0,"$0",11,used,0,"Highly Urban; Urban"
826845293,33,young,"$33392",No,"$161864",Yes,z_F,"z_High School",Clerical,57,Private,"$8140","Sports Car",no,"$0",0,5,"$4057",10,used,1,"Highly Urban; Urban"
794822851,53,mid-age,"$69861",No,"$0",z_No,M,"z_High School","z_Blue Collar",14,Commercial,"$13970",Minivan,yes,"$0",0,0,"$0",10,used,0,"Highly Urban; Urban"
906017228,35,young,"$21075",Yes,"$0",z_No,z_F,"<High School","z_Blue Collar",38,Private,"$22730",z_SUV,no,"$778",2,4,"$0",6,used,0,"Highly Urban; Urban"
767598955,54,mid-age,"$6450",No,"$0",z_No,M,"<High School",Student,32,Private,"$7550",Pickup,yes,"$19690",1,0,"$0",1,New,0,"Highly Urban; Urban"
537150897,37,young,"$32497",No,"$117288",z_No,M,"z_High School",Professional,5,Private,"$22090",Minivan,no,"$0",0,0,"$0",1,New,0,"Highly Urban; Urban"
414688788,47,mid-age,"$14359",No,"$0",Yes,M,Bachelors,Student,31,Commercial,"$15490",Minivan,no,"$0",0,6,"$0",11,used,0,"Highly Urban; Urban"
374898992,51,mid-age,"$27450",No,"$115618",Yes,M,"z_High School",Clerical,40,Commercial,"$10030",Pickup,yes,"$0",0,2,"$0",1,New,0,"z_Highly Rural; Rural"
301787735,50,mid-age,"$23773",No,"$132316",z_No,z_F,"<High School",Clerical,17,Private,"$8880",Pickup,no,"$6552",3,5,"$0",1,New,0,"Highly Urban; Urban"
202464699,51,mid-age,"$105194",No,"$283144",Yes,M,Masters,Manager,11,Private,"$12020",Pickup,no,"$0",0,0,"$0",9,used,0,"Highly Urban; Urban"
845305646,27,young,"$58576",No,"$168176",z_No,z_F,Bachelors,"Home Maker",47,Private,"$16420","Sports Car",no,"$2101",2,3,"$0",5,New,0,"Highly Urban; Urban"
462892636,22,young,"$33571",Yes,"$0",z_No,z_F,"z_High School","z_Blue Collar",33,Commercial,"$24560",Minivan,no,"$0",0,0,"$0",8,used,0,"Highly Urban; Urban"
195722546,42,mid-age,"$68330",Yes,"$254660",z_No,z_F,Bachelors,Professional,22,Private,"$12990",z_SUV,no,"$0",0,1,"$0",10,used,0,"Highly Urban; Urban"
217828974,51,mid-age,"$185019",No,"$454107",Yes,z_F,Masters,Professional,62,Commercial,"$40180","Panel Truck",no,"$0",0,0,"$0",15,old,0,"Highly Urban; Urban"
335375976,38,young,"$62361",No,"$185738",Yes,z_F,Bachelors,"Home Maker",32,Private,"$11540",z_SUV,no,"$3481",1,2,"$0",6,used,0,"Highly Urban; Urban"
132742099,41,mid-age,"$78866",No,"$0",z_No,M,Bachelors,"z_Blue Collar",22,Commercial,"$18270",Van,yes,"$6856",1,2,"$19013",6,used,1,"Highly Urban; Urban"
677998499,41,mid-age,"$57073",No,"$230870",Yes,z_F,"z_High School",Professional,38,Private,"$18180",Minivan,no,"$0",0,2,"$0",1,New,0,"Highly Urban; Urban"
78611832,62,old-age,"$69331",No,"$276064",Yes,z_F,PhD,Lawyer,43,Private,"$26360","Sports Car",no,"$5837",3,0,"$0",19,old,0,"Highly Urban; Urban"
798452933,60,mid-age,"$128275",No,"$0",z_No,M,PhD,Doctor,33,Private,"$14330",Minivan,no,"$3977",3,4,"$3918",13,old,1,"Highly Urban; Urban"
311765995,48,mid-age,"$132114",No,"$360740",Yes,M,Masters,Lawyer,62,Private,"$14710",Minivan,yes,"$0",0,0,"$0",16,old,0,"z_Highly Rural; Rural"
865629860,59,mid-age,"$12359",No,"$122315",z_No,M,"z_High School",Clerical,24,Private,"$13640",Minivan,no,"$0",0,1,"$0",1,New,0,"z_Highly Rural; Rural"
135968383,51,mid-age,"$197224",No,"$533509",Yes,M,PhD,,25,Commercial,"$27310","Panel Truck",yes,"$0",0,1,"$0",15,old,0,"Highly Urban; Urban"
542666941,48,mid-age,"$84647",No,"$235879",Yes,M,PhD,Doctor,21,Private,"$14760",Minivan,yes,"$30076",1,0,"$0",15,old,0,"Highly Urban; Urban"
928944973,33,young,"$120322",Yes,"$0",z_No,M,Bachelors,Manager,19,Commercial,"$16830",Van,yes,"$26318",1,0,"$0",12,used,0,"Highly Urban; Urban"
608881316,55,mid-age,"$59543",No,"$210698",Yes,z_F,Bachelors,Professional,32,Private,"$12950",z_SUV,no,"$677",2,4,"$0",5,New,0,"Highly Urban; Urban"
911685716,55,mid-age,"$18244",No,"$0",Yes,M,"z_High School",Student,33,Commercial,"$11030",Pickup,yes,"$0",0,2,"$0",11,used,0,"z_Highly Rural; Rural"
725802450,43,mid-age,"$69476",Yes,"$0",z_No,z_F,"<High School","z_Blue Collar",44,Private,"$12750",z_SUV,no,"$2516",1,0,"$1212",6,used,1,"Highly Urban; Urban"
620169620,50,mid-age,"$43892",No,"$197955",Yes,z_F,"z_High School",Professional,30,Commercial,"$27980",Pickup,no,"$0",0,2,"$0",8,used,0,"z_Highly Rural; Rural"
850999288,45,mid-age,"$96599",No,"$306391",Yes,M,Bachelors,Professional,42,Private,"$12180",Pickup,yes,"$29820",3,1,"$1479",8,used,1,"Highly Urban; Urban"
460939265,48,mid-age,"$56814",No,"$230221",z_No,M,"z_High School",Clerical,55,Private,"$10930",Minivan,yes,"$0",0,0,"$5184",1,New,1,"Highly Urban; Urban"
617081079,32,young,"$35119",Yes,"$173478",z_No,M,"z_High School","z_Blue Collar",25,Private,"$13270",Minivan,yes,"$34233",2,4,"$0",7,used,0,"Highly Urban; Urban"
916665815,49,mid-age,"$143719",No,"$0",z_No,M,PhD,Doctor,35,Private,"$20770",Minivan,no,"$0",0,0,"$0",25,vintage,0,"Highly Urban; Urban"
349628093,48,mid-age,"$86418",No,"$0",z_No,M,Masters,Lawyer,26,Private,"$14940",Minivan,yes,"$0",0,1,"$0",17,old,0,"Highly Urban; Urban"
671989782,54,mid-age,"$159494",No,"$0",z_No,z_F,PhD,Manager,35,Private,"$32140",Minivan,no,"$0",0,2,"$0",14,old,0,"Highly Urban; Urban"
624491152,59,mid-age,"$108403",No,"$333990",Yes,M,Bachelors,Manager,47,Private,"$12340",Minivan,yes,"$0",0,0,"$0",8,used,0,"Highly Urban; Urban"
909436772,57,mid-age,"$134837",No,"$413916",Yes,z_F,Bachelors,Manager,45,Private,"$27640",z_SUV,no,"$0",0,0,"$0",14,old,0,"Highly Urban; Urban"
59670547,58,mid-age,"$30360",No,"$171625",z_No,z_F,"z_High School",Clerical,12,Private,"$12000",z_SUV,no,"$6060",1,4,"$0",1,New,0,"Highly Urban; Urban"
631212058,53,mid-age,"$114547",No,"$330408",Yes,M,Masters,Manager,29,Commercial,"$23760","Panel Truck",yes,"$824",2,4,"$1877",8,used,1,"Highly Urban; Urban"
338083160,45,mid-age,"$55573",No,,z_No,z_F,"z_High School",Professional,22,Private,"$11560",z_SUV,no,"$0",0,4,"$0",9,used,0,"Highly Urban; Urban"
705448628,39,young,"$80021",No,"$264048",z_No,M,Bachelors,"z_Blue Collar",41,Commercial,"$19530",Van,yes,"$3047",2,1,"$0",13,old,0,"Highly Urban; Urban"
273566676,37,young,"$0",No,"$0",z_No,z_F,"z_High School",Student,53,Commercial,"$5200",z_SUV,no,"$0",0,4,"$0",7,used,0,"Highly Urban; Urban"
667355996,35,young,"$116870",No,"$309742",z_No,z_F,Masters,Manager,38,Private,"$11940",z_SUV,no,"$0",0,3,"$6651",4,New,1,"Highly Urban; Urban"
967655243,46,mid-age,"$0",No,"$114513",Yes,z_F,Bachelors,"Home Maker",31,Private,"$22920",Minivan,no,"$0",0,0,"$0",13,old,0,"z_Highly Rural; Rural"
61765965,40,young,"$52856",No,"$174800",z_No,z_F,Masters,Lawyer,36,Private,"$10790",z_SUV,no,"$0",0,0,"$0",13,old,0,"Highly Urban; Urban"
392085657,40,young,"$83891",No,"$222080",Yes,M,Bachelors,Professional,64,Commercial,"$27000","Panel Truck",yes,"$0",0,0,"$0",12,used,0,"z_Highly Rural; Rural"
675792166,55,mid-age,"$253058",No,"$545672",Yes,z_F,PhD,Manager,30,Private,"$26810","Sports Car",no,"$0",0,0,"$0",14,old,0,"Highly Urban; Urban"
169013078,41,mid-age,"$97614",No,"$273987",Yes,z_F,Masters,Lawyer,19,Private,"$31930","Sports Car",no,"$0",0,1,"$0",21,vintage,0,"Highly Urban; Urban"
159757744,33,young,"$0",No,"$120175",Yes,z_F,"z_High School","Home Maker",40,Private,"$9030",z_SUV,no,"$0",0,0,"$0",1,New,0,"z_Highly Rural; Rural"
328168727,57,mid-age,"$106465",No,"$329334",Yes,z_F,Masters,Professional,37,Private,"$11760",z_SUV,no,"$11528",4,7,"$3968",16,old,1,"Highly Urban; Urban"
621338967,41,mid-age,"$55714",No,"$190206",z_No,z_F,"z_High School","z_Blue Collar",75,Private,"$11690",z_SUV,no,"$0",0,0,"$0",1,New,0,"z_Highly Rural; Rural"
856298179,39,young,"$140275",No,"$385708",Yes,M,Masters,Manager,9,Commercial,"$23170","Panel Truck",yes,"$0",0,0,"$0",11,used,0,"Highly Urban; Urban"
365196787,50,mid-age,"$45215",No,"$0",z_No,z_F,"z_High School","z_Blue Collar",41,Private,"$8240","Sports Car",no,"$0",0,0,"$0",13,old,0,"Highly Urban; Urban"
689736386,43,mid-age,"$0",No,"$0",Yes,z_F,"<High School",Student,15,Private,"$5800","Sports Car",no,"$5767",1,9,"$8927",6,used,1,"Highly Urban; Urban"
591285068,37,young,"$29058",No,"$0",z_No,z_F,"z_High School","Home Maker",30,Private,"$8110",z_SUV,no,"$0",0,3,"$0",1,New,0,"z_Highly Rural; Rural"
856378045,54,mid-age,,No,"$0",z_No,z_F,"z_High School",Student,41,Commercial,"$10390",z_SUV,no,"$0",0,0,"$0",7,used,0,"z_Highly Rural; Rural"
776944387,50,mid-age,"$0",No,"$103572",Yes,z_F,Masters,"Home Maker",51,Private,"$1500","Sports Car",no,"$0",0,1,"$0",17,old,0,"z_Highly Rural; Rural"
707777310,54,mid-age,"$52383",No,"$197029",Yes,M,Bachelors,"Home Maker",64,Private,"$7730",Pickup,yes,"$0",0,1,"$0",6,used,0,"Highly Urban; Urban"
399351046,60,mid-age,"$35390",No,"$140705",Yes,z_F,"z_High School",Manager,21,Commercial,"$17140",Pickup,no,"$8410",1,0,"$0",8,used,0,"Highly Urban; Urban"
562713708,47,mid-age,"$243751",No,"$0",z_No,M,PhD,,18,Commercial,"$33840","Panel Truck",no,"$0",0,1,"$0",17,old,0,"Highly Urban; Urban"
76330867,29,young,"$33572",Yes,"$0",z_No,z_F,"<High School","z_Blue Collar",56,Private,"$7760",z_SUV,no,"$5293",1,6,"$0",1,New,0,"Highly Urban; Urban"
155093200,44,mid-age,"$18154",No,"$108984",Yes,M,"<High School","z_Blue Collar",77,Commercial,"$6420",Pickup,yes,"$8183",2,1,"$4579",1,New,1,"Highly Urban; Urban"
576374778,61,old-age,"$103293",No,"$284550",Yes,z_F,PhD,Doctor,37,Private,"$42520",z_SUV,no,"$0",0,0,"$0",14,old,0,"Highly Urban; Urban"
546977707,51,mid-age,"$152156",No,"$396292",Yes,M,Masters,Manager,22,Commercial,"$19780",Van,yes,"$0",0,0,"$0",10,used,0,"Highly Urban; Urban"
358204102,48,mid-age,"$146632",No,"$373281",Yes,z_F,Masters,Manager,25,Private,"$24700",Minivan,no,"$0",0,2,"$0",15,old,0,"Highly Urban; Urban"
642771567,38,young,"$15252",No,"$146062",Yes,z_F,"<High School",Clerical,31,Private,"$3030","Sports Car",no,"$0",0,0,"$2091",1,New,1,"Highly Urban; Urban"
822574090,49,mid-age,"$34127",No,"$181309",Yes,z_F,Bachelors,Manager,33,Private,"$4910","Sports Car",no,"$7244",1,3,"$0",7,used,0,"Highly Urban; Urban"
485161867,32,young,"$11898",No,"$118273",Yes,M,"<High School","z_Blue Collar",39,Private,"$10700",Minivan,yes,"$0",0,2,"$0",1,New,0,"z_Highly Rural; Rural"
152422030,51,mid-age,"$0",No,"$0",Yes,z_F,"z_High School",Student,52,Private,"$11800",z_SUV,no,"$0",0,0,"$0",11,used,0,"z_Highly Rural; Rural"
90148875,48,mid-age,"$49035",No,"$168921",Yes,M,"z_High School","z_Blue Collar",20,Commercial,"$11210",Pickup,yes,"$7759",2,1,"$5613",6,used,1,"Highly Urban; Urban"
715183798,38,young,"$178356",No,"$0",z_No,z_F,PhD,Doctor,21,Private,"$23140",Pickup,no,"$0",0,0,"$0",19,old,0,"Highly Urban; Urban"
797612365,38,young,"$3151",No,"$107534",Yes,M,"z_High School",Student,39,Commercial,"$14990",Minivan,no,"$3826",2,3,"$196",1,New,1,"Highly Urban; Urban"
236563123,42,mid-age,"$59598",No,"$0",z_No,M,"<High School","z_Blue Collar",49,Private,"$14190",Minivan,no,"$0",0,0,"$0",1,New,0,"Highly Urban; Urban"
595370930,39,young,"$39857",No,"$147280",Yes,z_F,"z_High School","z_Blue Collar",32,Commercial,"$17940",Minivan,no,"$0",0,0,"$0",1,New,0,"Highly Urban; Urban"
125205670,44,mid-age,"$61616",No,"$236422",Yes,z_F,Bachelors,Manager,26,Private,"$16540",Pickup,no,"$0",0,1,"$0",7,used,0,"Highly Urban; Urban"
430554774,48,mid-age,"$46839",No,"$0",z_No,M,"z_High School",Clerical,14,Private,"$13790",Minivan,no,"$19596",1,0,"$0",1,New,0,"z_Highly Rural; Rural"
445883468,59,mid-age,"$23892",No,"$0",z_No,M,"<High School",Clerical,27,Commercial,"$23830","Panel Truck",yes,"$3600",2,2,"$0",7,used,0,"z_Highly Rural; Rural"
587541742,41,mid-age,"$18408",No,"$95813",Yes,z_F,"<High School",Clerical,43,Private,"$7440","Sports Car",no,"$20380",2,8,"$2460",1,New,1,"Highly Urban; Urban"
45398288,52,mid-age,"$0",No,,Yes,z_F,PhD,"Home Maker",64,Private,"$6700",z_SUV,no,"$0",0,1,"$0",9,used,0,"z_Highly Rural; Rural"
578508252,33,young,"$40071",No,,Yes,z_F,Bachelors,Clerical,23,Private,"$8810",z_SUV,no,"$0",0,0,"$0",10,used,0,"Highly Urban; Urban"
